0	1
0	0.790569
1	1.45774
2	1.42522
3	2.83395
4	2.82981
5	5.65754
6	5.65703
7	11.3138
8	11.3137
9	22.6274
10	22.6274
11	45.2548
12	45.2548
13	90.5097
14	90.5097
15	181.019
16	181.019
17	362.039
18	362.039
19	724.077
20	724.077
21	1448.15
22	1448.15
23	2896.31
24	2896.31
25	5792.62
26	5792.62
27	11585.2
28	11585.2
29	23170.5
30	23170.5
31	46341
32	46341
33	92681.9
34	92681.9
35	185364
36	185364
37	370728
38	370728
39	741455
40	741455
41	1.48291e+06
42	1.48291e+06
43	2.96582e+06
44	2.96582e+06
45	5.93164e+06
46	5.93164e+06
47	1.18633e+07
48	1.18633e+07
49	2.37266e+07
50	2.37266e+07
51	4.74531e+07
52	4.74531e+07
53	9.49063e+07
54	9.49063e+07
55	1.89813e+08
56	1.89813e+08
57	3.79625e+08
58	3.79625e+08
59	7.5925e+08
60	7.5925e+08
61	1.5185e+09
62	1.5185e+09
63	3.037e+09
64	3.037e+09
65	6.074e+09
66	6.074e+09
67	1.2148e+10
68	1.2148e+10
69	2.4296e+10
70	2.4296e+10
71	4.8592e+10
72	4.8592e+10
73	9.7184e+10
74	9.7184e+10
75	1.94368e+11
76	1.94368e+11
77	3.88736e+11
78	3.88736e+11
79	7.77472e+11
80	7.77472e+11
81	1.55494e+12
82	1.55494e+12
83	3.10989e+12
84	3.10989e+12
85	6.21978e+12
86	6.21978e+12
87	1.24396e+13
88	1.24396e+13
89	2.48791e+13
90	2.48791e+13
91	4.97582e+13
92	4.97582e+13
93	9.95164e+13
94	9.95164e+13
95	1.99033e+14
96	1.99033e+14
97	3.98066e+14
98	3.98066e+14
99	7.96131e+14
100	7.96131e+14
101	1.59226e+15
102	1.59226e+15
103	3.18453e+15
104	3.18453e+15
105	6.36905e+15
106	6.36905e+15
107	1.27381e+16
108	1.27381e+16
109	2.54762e+16
110	2.54762e+16
111	5.09524e+16
112	5.09524e+16
113	1.01905e+17
114	1.01905e+17
115	2.0381e+17
116	2.0381e+17
