607.051	2.78723
580.171	3.04878
543.84	2.81132
565.071	2.78723
540.207	2.90909
504.239	2.92
710.04	2.7561
609.765	2.46341
606.227	3.04255
585.72	2.71429
649.417	3.04878
690.602	2.7561
592.445	3.04255
608.28	3.34146
501.734	3.16
513.992	2.58491
722.443	2.7561
641.676	3.04255
749.931	2.7561
566.438	2.7561
705.244	2.90909
564.092	2.7561
603.739	3.18182
601.806	2.7561
561.151	2.53191
585.722	3.04255
502.209	3.04255
567.595	2.92
678.085	3.04878
528.481	2.92
590.816	2.81132
501.588	2.92
620.755	2.90909
654.42	3.18182
494.094	2.92
628.473	2.57895
526.507	2.78723
624.796	2.7561
557.005	3.04255
540.809	2.63636
621.71	2.7561
599.234	3.34146
774.035	2.71429
633.203	2.90909
610.014	2.7561
626.235	2.44
520.435	2.92
574.37	2.90909
584.848	2.90909
530.514	3.18182
669.011	3.04255
547.091	2.63636
641.614	2.78723
529.055	2.81132
638.049	2.46341
690.624	2.26316
599.317	2.81132
490.594	2.5
570.504	2.92
587.732	2.7561
507.03	2.68
658.504	2.57895
717.11	2.7561
673.425	3.18182
581.805	2.78723
719.539	2.37143
570.684	3.04255
515.838	2.63636
538.682	2.90909
535.691	3.18182
634.681	2.46341
828.747	2.89474
542.078	3.18182
570.01	3.04878
693.675	3.04878
527.86	2.71429
670.796	3.29787
657.605	2.53191
466.872	3.03774
769.85	2.89474
562.752	3.04878
573.928	2.92
462.065	2.71429
612.665	2.89474
589.07	2.90909
622.049	2.90909
640.674	3.18182
610.616	2.78723
567.434	2.78723
589.428	3.16
631.032	3.16
696.073	2.57895
578.127	3.04255
506.058	3.16
701.125	3.05714
706.419	3.05714
532.21	3.04255
627.23	2.7561
667.906	2.57895
477.139	3.16
708.614	3.04878
669.776	2.71429
603.461	3.29787
704.358	3.04878
435.896	2.5
662.606	3.29787
498.034	2.78723
654.256	2.90909
524.141	2.81132
639.33	2.63636
525.705	2.68
512.531	2.78723
622.585	2.57895
540.171	3.04255
596.098	2.2766
695.226	2.46341
693.704	3.34146
575.454	2.92
530.483	2.90909
695.463	2.7561
708.614	3.04878
554.958	2.68
506.904	2.78723
479.821	2.68
681.263	2.7561
616.219	2.36364
641.843	2.63636
539.052	2.71429
703.867	2.89474
647.118	2.78723
551.831	2.36364
615.111	3.04878
700.828	2.57895
650.81	2.46341
544.233	3.18182
671.328	2.63636
616.219	2.36364
486.396	2.68
615.461	2.92
654.25	2.17073
628.253	2.78723
621.111	3.04255
579.015	3.04878
670.202	2.7561
770.211	2.5
617.335	2.68
513.924	2.90909
605.485	2.78723
528.242	2.83051
570.881	2.53191
664.311	3.18182
683.169	2.46341
523.34	2.81132
562.071	2.53191
605.741	2.63636
