0.00738706	0	-0.00551906
0.00738706	0.572958	-0.00551959
0.00738706	1.14592	-0.00552116
0.00738706	1.71887	-0.00552378
0.00738706	2.29183	-0.00552743
0.00738706	2.86479	-0.0055321
0.00738706	3.43775	-0.00553777
0.00738706	4.0107	-0.00554442
0.00738706	4.58366	-0.00555202
0.00738706	5.15662	-0.00556055
0.00738706	5.72958	-0.00556997
0.00738706	6.30254	-0.00558024
0.00738706	6.87549	-0.00559132
0.00738706	7.44845	-0.00560315
0.00738706	8.02141	-0.00561569
0.00738706	8.59437	-0.00562888
0.00738706	9.16732	-0.00564264
0.00738706	9.74028	-0.0056569
0.00738706	10.3132	-0.00567159
0.00738706	10.8862	-0.00568663
0.00738706	11.4592	-0.00570191
0.00738706	12.0321	-0.00571734
0.00738706	12.6051	-0.00573281
0.00738706	13.178	-0.00574821
0.00738706	13.751	-0.0057634
0.00738706	14.3239	-0.00577825
0.00738706	14.8969	-0.00579261
0.00738706	15.4699	-0.00580633
0.00738706	16.0428	-0.00581923
0.00738706	16.6158	-0.00583115
0.00738706	17.1887	-0.00584187
0.00738706	17.7617	-0.0058512
0.00738706	18.3346	-0.00585891
0.00738706	18.9076	-0.00586477
0.00738706	19.4806	-0.00586852
0.00738706	20.0535	-0.00586989
0.00738706	20.6265	-0.0058686
0.00738706	21.1994	-0.00586433
0.00738706	21.7724	-0.00585677
0.00738706	22.3454	-0.00584557
0.00738706	22.9183	-0.00583034
0.00738706	23.4913	-0.00581072
0.00738706	24.0642	-0.00578627
0.00738706	24.6372	-0.00575656
0.00738706	25.2101	-0.00572113
0.00738706	25.7831	-0.00567947
0.00738706	26.3561	-0.00563107
0.00738706	26.929	-0.00557537
0.00738706	27.502	-0.00551179
0.00738706	28.0749	-0.00543972
0.00738706	28.6479	-0.00535851
0.00738706	29.2208	-0.00526747
0.00738706	29.7938	-0.00516588
0.00738706	30.3668	-0.005053
0.00738706	30.9397	-0.00492804
0.00738706	31.5127	-0.00479015
0.00738706	32.0856	-0.00463847
0.00738706	32.6586	-0.0044721
0.00738706	33.2316	-0.00429008
0.00738706	33.8045	-0.00409142
0.00738706	34.3775	-0.00387509
0.00738706	34.9504	-0.00364001
0.00738706	35.5234	-0.00338506
0.00738706	36.0963	-0.0031091
0.00738706	36.6693	-0.00281091
0.00738706	37.2423	-0.00248927
0.00738706	37.8152	-0.00214289
0.00738706	38.3882	-0.00177046
0.00738706	38.9611	-0.00137063
0.00738706	39.5341	-0.000942025
0.00738706	40.107	-0.000483229
0.00738706	40.68	7.19245e-06
0.00738706	41.253	0.000530698
0.00738706	41.8259	0.00108876
0.00738706	42.3989	0.00168287
0.00738706	42.9718	0.0023145
0.00738706	43.5448	0.00298515
0.00738706	44.1178	0.00369629
0.00738706	44.6907	0.00444938
0.00738706	45.2637	0.00524582
0.00738706	45.8366	0.00608701
0.00738706	46.4096	0.00697426
0.00738706	46.9825	0.00790882
0.00738706	47.5555	0.00889186
0.00738706	48.1285	0.00992445
0.00738706	48.7014	0.0110075
0.00738706	49.2744	0.0121419
0.00738706	49.8473	0.0133282
0.00738706	50.4203	0.0145669
0.00738706	50.9932	0.0158583
0.00738706	51.5662	0.0172024
0.00738706	52.1392	0.0185989
0.00738706	52.7121	0.0200473
0.00738706	53.2851	0.0215469
0.00738706	53.858	0.0230964
0.00738706	54.431	0.0246942
0.00738706	55.0039	0.0263385
0.00738706	55.5769	0.0280269
0.00738706	56.1499	0.0297564
0.00738706	56.7228	0.0315238
0.00738706	57.2958	0.0333251
0.00738706	57.8687	0.0351561
0.00738706	58.4417	0.0370116
0.00738706	59.0147	0.0388861
0.00738706	59.5876	0.0407733
0.00738706	60.1606	0.0426665
0.00738706	60.7335	0.0445582
0.00738706	61.3065	0.0464403
0.00738706	61.8794	0.0483039
0.00738706	62.4524	0.0501397
0.00738706	63.0254	0.0519378
0.00738706	63.5983	0.0536875
0.00738706	64.1713	0.0553777
0.00738706	64.7442	0.0569969
0.00738706	65.3172	0.058533
0.00738706	65.8901	0.0599737
0.00738706	66.4631	0.0613062
0.00738706	67.0361	0.0625179
0.00738706	67.609	0.0635959
0.00738706	68.182	0.0645275
0.00738706	68.7549	0.0653002
0.00738706	69.3279	0.0659019
0.00738706	69.9009	0.066321
0.00738706	70.4738	0.0665468
0.00738706	71.0468	0.0665693
0.00738706	71.6197	0.06638
0.00738706	72.1927	0.0659713
0.00738706	72.7656	0.0653374
0.00738706	73.3386	0.0644742
0.00738706	73.9116	0.0633793
0.00738706	74.4845	0.0620528
0.00738706	75.0575	0.0604967
0.00738706	75.6304	0.0587156
0.00738706	76.2034	0.0567166
0.00738706	76.7763	0.0545094
0.00738706	77.3493	0.0521065
0.00738706	77.9223	0.0495231
0.00738706	78.4952	0.046777
0.00738706	79.0682	0.0438886
0.00738706	79.6411	0.0408811
0.00738706	80.2141	0.0377798
0.00738706	80.787	0.0346121
0.00738706	81.36	0.0314076
0.00738706	81.933	0.028197
0.00738706	82.5059	0.0250126
0.00738706	83.0789	0.0218872
0.00738706	83.6518	0.0188542
0.00738706	84.2248	0.0159467
0.00738706	84.7978	0.0131971
0.00738706	85.3707	0.010637
0.00738706	85.9437	0.00829607
0.00738706	86.5166	0.00620207
0.00738706	87.0896	0.00438013
0.00738706	87.6625	0.00285239
0.00738706	88.2355	0.00163761
0.00738706	88.8085	0.000750803
0.00738706	89.3814	0.00020302
0.00738706	89.9544	1.10585e-06

0.0147741	0	-0.00711152
0.0147741	0.572958	-0.00711106
0.0147741	1.14592	-0.00710969
0.0147741	1.71887	-0.00710738
0.0147741	2.29183	-0.00710412
0.0147741	2.86479	-0.00709984
0.0147741	3.43775	-0.00709452
0.0147741	4.0107	-0.00708808
0.0147741	4.58366	-0.00708047
0.0147741	5.15662	-0.00707159
0.0147741	5.72958	-0.00706136
0.0147741	6.30254	-0.00704969
0.0147741	6.87549	-0.00703649
0.0147741	7.44845	-0.00702163
0.0147741	8.02141	-0.00700503
0.0147741	8.59437	-0.00698656
0.0147741	9.16732	-0.00696613
0.0147741	9.74028	-0.00694362
0.0147741	10.3132	-0.00691894
0.0147741	10.8862	-0.00689199
0.0147741	11.4592	-0.0068627
0.0147741	12.0321	-0.00683098
0.0147741	12.6051	-0.00679681
0.0147741	13.178	-0.00676014
0.0147741	13.751	-0.00672098
0.0147741	14.3239	-0.00667935
0.0147741	14.8969	-0.00663533
0.0147741	15.4699	-0.00658901
0.0147741	16.0428	-0.00654056
0.0147741	16.6158	-0.00649019
0.0147741	17.1887	-0.00643816
0.0147741	17.7617	-0.00638483
0.0147741	18.3346	-0.00633061
0.0147741	18.9076	-0.006276
0.0147741	19.4806	-0.00622161
0.0147741	20.0535	-0.00616815
0.0147741	20.6265	-0.00611643
0.0147741	21.1994	-0.00606741
0.0147741	21.7724	-0.00602218
0.0147741	22.3454	-0.00598196
0.0147741	22.9183	-0.00594816
0.0147741	23.4913	-0.00592236
0.0147741	24.0642	-0.00590629
0.0147741	24.6372	-0.00590193
0.0147741	25.2101	-0.00591145
0.0147741	25.7831	-0.00593723
0.0147741	26.3561	-0.00598192
0.0147741	26.929	-0.00604839
